Permit.Number	Facility.Name	Outfall.ID	Year	Month	Average.Daily.Flow..ADF...mgd.	BOD	BOD..Unit	QBOD	TSS	TSS.Unit	QTSS	Total.N	Total.N.Unit	Q.Total.N	NO2.NO3	NO2.NO3.Unit	Q.NO2.NO3	NH4	NH4.Unit	Q.NH4	TKN	TKN.Unit	Q.TKN	Organic.N	Organic.N.Unit	Q.Organic.N	Total.P	Total.P.Unit	Q.Total.P	PO4	PO4.Unit	Q.PO4	Other.N..species.	Other.N.Unit	Q.Other.N	Other.P..species.	Other.P.Unit	Q.Other.P
FL0188651	Lowry Park Zoo	D-001	2017	1	0.149660516475976	NA	NA	NA	NA	NA	NA	0.608735248304356	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.320086174639235	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	2	0.136012082087157	NA	NA	NA	NA	NA	NA	1.29993101386148	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.340717180341558	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	3	0.066810223654447	NA	NA	NA	NA	NA	NA	1.06577069146842	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.148255955264623	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	4	0.107473123392636	NA	NA	NA	NA	NA	NA	0.882670029562558	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204496878751063	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	5	0.0653062410145524	NA	NA	NA	NA	NA	NA	0.798818612024039	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23940880252337	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	6	0.173919990217516	NA	NA	NA	NA	NA	NA	0.920997050494743	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.312237669000586	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	7	0.0405160424001493	NA	NA	NA	NA	NA	NA	1.5871858259316	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.150813113968062	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	8	0.111709861728567	NA	NA	NA	NA	NA	NA	0.795642131528846	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.293308537682796	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	9	0.130527746105774	NA	NA	NA	NA	NA	NA	0.772344834843955	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565821964017912	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	10	0.109313173874303	NA	NA	NA	NA	NA	NA	1.28336751768222	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.386529775468934	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	11	0.149219888216837	NA	NA	NA	NA	NA	NA	1.53572316265799	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181695478623447	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2017	12	0.390820023273785	NA	NA	NA	NA	NA	NA	1.09914770426778	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26860071853698	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	1	0.0670603839861991	NA	NA	NA	NA	NA	NA	0.993715674471842	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167753724280694	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	2	0.0896391684049859	NA	NA	NA	NA	NA	NA	0.666153798839225	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178898794764811	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	3	0.0795441206296727	NA	NA	NA	NA	NA	NA	0.788341268846631	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.139796607739915	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	4	0.0429928761637537	NA	NA	NA	NA	NA	NA	0.867997913072975	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.194782188997264	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	5	0.0757187277622811	NA	NA	NA	NA	NA	NA	0.861975160334755	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.190528636985107	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	6	0.0957987668423651	NA	NA	NA	NA	NA	NA	0.898338423742385	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.245330361449087	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FL0188651	Lowry Park Zoo	D-001	2018	7	0.034663514288864	NA	NA	NA	NA	NA	NA	0.878765678018327	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.336000185932522	mg/L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
