Permit Number	Facility Name	Outfall ID	Year	Month	Average Daily Flow (ADF) (mgd)	BOD 	BOD  Unit	QBOD	TSS	TSS Unit	QTSS	Total N	Total N Unit	Q Total N	NO2+NO3	NO2+NO3 Unit	Q NO2+NO3	NH4	NH4 Unit	Q NH4	TKN	TKN Unit	Q TKN	Organic N	Organic N Unit	Q Organic N	Total P	Total P Unit	Q Total P	PO4	PO4 Unit	Q PO4	Other N (species)	Other N Unit	Q Other N	Other P (species)	Other P Unit	Q Other P
FL0040983	Valrico AWWTF	D-001	2017	1	0.208	1.25	mg/l		0.50	mg/l		1.59	mg/l		0.71	mg/l		0.06	mg/l	<	0.89	mg/l		0.83	mg/l		0.72	mg/l		0.69	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	2	0.139	0.75	mg/l		0.50	mg/l	<	1.75	mg/l		0.91	mg/l		0.04	mg/l	<	0.85	mg/l		0.81	mg/l		0.45	mg/l		0.41	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	3	0.092	0.20	mg/l		0.50	mg/l	<	2.43	mg/l		1.48	mg/l		0.06	mg/l	<	0.95	mg/l		0.90	mg/l		0.73	mg/l		0.70	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	4	0.000																																	
FL0040983	Valrico AWWTF	D-001	2017	5	0.000																																	
FL0040983	Valrico AWWTF	D-001	2017	6	0.860	0.97	mg/l		0.50	mg/l	<	1.89	mg/l		1.10	mg/l		0.06	mg/l	<	0.80	mg/l		0.75	mg/l		0.89	mg/l		0.89	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	7	0.596	1.60	mg/l		0.50	mg/l	<	2.44	mg/l		1.43	mg/l		0.10	mg/l		1.02	mg/l		0.92	mg/l		0.82	mg/l		0.84	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	8	1.618	0.47	mg/l		0.50	mg/l	<	1.84	mg/l		1.02	mg/l		0.06	mg/l		0.83	mg/l		0.77	mg/l		0.68	mg/l		0.69	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	9	2.446	1.73	mg/l		0.55	mg/l		2.43	mg/l		1.47	mg/l		0.08	mg/l		0.98	mg/l		0.89	mg/l		0.63	mg/l		0.66	mg/l							
FL0040983	Valrico AWWTF	D-001	2017	10	0.703	0.65	mg/l		0.50	mg/l	<	3.41	mg/l		2.24	mg/l		0.17	mg/l		1.17	mg/l		1.00	mg/l		0.87	mg/l		0.88	mg/l							
