Permit Number	Facility Name	Outfall ID	Year	Month	Average Daily Flow (ADF) (mgd)	BOD 	BOD  Unit	QBOD	TSS	TSS Unit	QTSS	Total N	Total N Unit	Q Total N	NO2+NO3	NO2+NO3 Unit	Q NO2+NO3	NH4	NH4 Unit	Q NH4	TKN	TKN Unit	Q TKN	Organic N	Organic N Unit	Q Organic N	Total P	Total P Unit	Q Total P	PO4	PO4 Unit	Q PO4	Other N (species)	Other N Unit	Q Other N	Other P (species)	Other P Unit	Q Other P
FL0027651	City of Oldsmar AWWTF	D-002	2017	1	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	2	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	3	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	4	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	5	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	6	0.441	1.0	MG/L		1.1	MG/L		1.7	MG/L					0.03	MG/L		0.76	MG/L					0.6	MG/L		0.60	MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	7	1.142	1.0	MG/L		0.5	MG/L		1.7	MG/L					0.03	MG/L		0.76	MG/L					1.9	MG/L		1.94	MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	8	0.858	1.0	MG/L		0.5	MG/L		1.5	MG/L					0.05	MG/L		0.73	MG/L					0.7	MG/L		0.74	MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	9	0.323	1.0	MG/L		0.5	MG/L		2.0	MG/L					0.05	MG/L		0.77	MG/L					0.8	MG/L		1.07	MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	10	0.159	2.1	MG/L		0.5	MG/L		1.7	MG/L					0.05	MG/L		0.73	MG/L					0.4	MG/L		0.62	MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	11	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
FL0027651	City of Oldsmar AWWTF	D-002	2017	12	0		MG/L			MG/L			MG/L						MG/L			MG/L						MG/L			MG/L							
