Permit Number	Facility Name	Outfall ID	Year	Month	Average Daily Flow (ADF) (mgd)	BOD 	BOD  Unit	QBOD	TSS	TSS Unit	QTSS	Total N	Total N Unit	Q Total N	NO2+NO3	NO2+NO3 Unit	Q NO2+NO3	NH4	NH4 Unit	Q NH4	TKN	TKN Unit	Q TKN	Organic N	Organic N Unit	Q Organic N	Total P	Total P Unit	Q Total P	PO4	PO4 Unit	Q PO4	Other N (species)	Other N Unit	Q Other N	Other P (species)	Other P Unit	Q Other P
FL0128775	William E. Dunn WRF	R-001	2017	1	3.024	2	mg/l	<	1	mg/l	<	1.52	mg/l			mg/l		1	mg/l	<	0.825	mg/l			mg/l		0.27	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	2	2.722	2	mg/l	<	1	mg/l	<	0.96	mg/l			mg/l		1	mg/l	<	0.55	mg/l			mg/l		0.16	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	3	3.107	2	mg/l	<	1	mg/l	<	1.14	mg/l			mg/l		1	mg/l	<	0.71	mg/l			mg/l		0.23	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	4	2.988	2	mg/l	<	1	mg/l	<	1.15	mg/l			mg/l		1	mg/l	<	0.75	mg/l			mg/l		0.39	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	5	2.016	2	mg/l	<	1	mg/l	<	1.15	mg/l			mg/l		1	mg/l	<	0.75	mg/l			mg/l		0.56	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	6	2.297	2	mg/l	<	1	mg/l	<	1.23	mg/l			mg/l		1	mg/l	<	0.73	mg/l			mg/l		0.54	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	7	2.599	2	mg/l	<	1	mg/l	<	1.34	mg/l			mg/l		1	mg/l	<	0.72	mg/l			mg/l		0.48	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	8	2.334	2	mg/l	<	1	mg/l	<	1.01	mg/l			mg/l		1	mg/l	<	0.66	mg/l			mg/l		0.59	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	9	2.565	2	mg/l	<	1	mg/l	<	1.51	mg/l			mg/l		1	mg/l	<	0.72	mg/l			mg/l		0.25	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	10	2.268	2	mg/l	<	1	mg/l	<	1.39	mg/l			mg/l		1	mg/l	<	0.64	mg/l			mg/l		0.30	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	11	2.938	2	mg/l	<	1	mg/l	<	1.71	mg/l			mg/l		1	mg/l	<	0.74	mg/l			mg/l		0.30	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2017	12	2.307	2	mg/l	<	1	mg/l	<	1.22	mg/l			mg/l		1	mg/l	<	0.75	mg/l			mg/l		0.50	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	1	2.178	2	mg/l	<	1	mg/l	<	1.83	mg/l			mg/l		1	mg/l	<	0.69	mg/l			mg/l		0.25	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	2	2.736	2	mg/l	<	1	mg/l	<	0.91	mg/l			mg/l		1	mg/l	<	0.69	mg/l			mg/l		0.68	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	3	2.927	2	mg/l	<	1	mg/l	<	1.78	mg/l			mg/l		1	mg/l	<	0.71	mg/l			mg/l		0.23	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	4	2.891	2	mg/l	<	1	mg/l	<	2.09	mg/l			mg/l		1	mg/l	<	1.4	mg/l			mg/l		0.71	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	5	2.628	2	mg/l	<	1	mg/l	<	1.244	mg/l			mg/l		1	mg/l	<	0.66	mg/l			mg/l		0.41	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	6	2.696	2	mg/l	<	1	mg/l	<	1.41	mg/l			mg/l		1	mg/l	<	0.7	mg/l			mg/l		0.55	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	7	2.812	2	mg/l	<	1	mg/l	<	1.59	mg/l			mg/l		1	mg/l	<	0.7	mg/l			mg/l		0.32	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	8	2.429	2	mg/l	<	1	mg/l	<	1.6	mg/l			mg/l		1	mg/l	<	0.69	mg/l			mg/l		0.41	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	9	2.616	2	mg/l	<	1	mg/l	<	1.55	mg/l			mg/l		1	mg/l	<	0.71	mg/l			mg/l		0.54	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	10	2.855	2	mg/l	<	1	mg/l	<	1.79	mg/l			mg/l		1	mg/l	<	0.67	mg/l			mg/l		0.75	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	11	2.491	2	mg/l	<	1	mg/l	<	1.19	mg/l			mg/l		1	mg/l	<	0.59	mg/l			mg/l		0.52	mg/l			mg/l							
FL0128775	William E. Dunn WRF	R-001	2018	12	2.203	2	mg/l	<	1	mg/l	<	1.26	mg/l			mg/l		1	mg/l	<	0.67	mg/l			mg/l		0.28	mg/l			mg/l							
